chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minorAlleleCopyNumber	majorAlleleCopyNumber
chr19	12213176	12303761	7.4216	70	0.5817	0.6118	INV	SGL	BAF_WEIGHTED	83	0.4339	12213176	12213176	2.8808	4.5408
chr19	12303762	12858256	5.5079	368	0.5383	0.5396	SGL	SGL	BAF_WEIGHTED	473	0.4830	12303762	12303762	2.5358	2.9721
chr19	12858257	12900918	13.0785	4	0.7240	0.7750	SGL	DEL	BAF_WEIGHTED	33	0.5415	12858257	12858257	2.9427	10.1358
chr19	12900919	12937487	11.8470	0	0.0000	0.9171	DEL	BND	BAF_WEIGHTED	36	0.5111	12900919	12900919	0.9827	10.8644
chr19	12937488	13184256	9.3332	39	0.7987	0.8947	BND	INV	BAF_WEIGHTED	205	0.5464	12937488	12937488	0.9827	8.3505
chr19	13184257	13184390	10.0355	0	0.0000	0.9015	INV	SGL	STRUCTURAL_VARIANT	0	0.0000	13184257	13184257	0.9885	9.0470
chr19	13184391	13184664	9.5449	0	0.0000	0.8964	SGL	INV	STRUCTURAL_VARIANT	0	0.0000	13184391	13184391	0.9885	8.5564
chr19	13184665	13429913	10.2472	202	0.8122	0.9035	INV	DEL	BAF_WEIGHTED	233	0.4891	13184665	13184665	0.9885	9.2587
chr19	13429914	13952069	11.8957	279	0.7191	0.7745	DEL	BND	BAF_WEIGHTED	489	0.4916	13429914	13429914	2.6821	9.2136
chr19	13952070	16085304	13.0262	1461	0.7380	0.7926	BND	BND	BAF_WEIGHTED	1818	0.4863	13952070	13952070	2.7010	10.3251
chr19	16085305	16470234	5.6372	168	0.5361	0.5301	BND	DEL	BAF_WEIGHTED	365	0.5089	16085305	16085305	2.6492	2.9880
chr19	16470235	16678996	4.7560	89	0.5789	0.6287	DEL	DEL	BAF_WEIGHTED	189	0.5114	16470235	16470235	1.7660	2.9899
chr19	16678997	16833621	5.2574	72	0.5406	0.5715	DEL	SGL	BAF_WEIGHTED	151	0.4807	16678997	16678997	2.2527	3.0047
chr19	16833622	16955064	6.8454	97	0.5588	0.5846	SGL	SGL	BAF_WEIGHTED	110	0.5246	16833622	16833622	2.8438	4.0016
chr19	16955065	17816490	11.3419	640	0.7110	0.7668	SGL	INV	BAF_WEIGHTED	765	0.5252	16955065	16955065	2.6448	8.6971
chr19	17816491	17819111	11.6182	0	0.0000	0.7724	INV	INV	BAF_WEIGHTED	2	0.5250	17816491	17816491	2.6448	8.9733
chr19	17819112	18407577	16.8011	457	0.7814	0.8316	INV	SGL	BAF_WEIGHTED	515	0.5348	17819112	17819112	2.8287	13.9724
chr19	18407578	18893471	6.8653	318	0.5545	0.5783	SGL	BND	BAF_WEIGHTED	383	0.5550	18407578	18407578	2.8950	3.9703
chr19	18893472	18893622	7.7317	0	0.0000	0.6235	BND	INV	STRUCTURAL_VARIANT	0	0.0000	18893472	18893472	2.9107	4.8210
chr19	18893623	18894525	6.8461	0	0.0000	0.5748	INV	INV	STRUCTURAL_VARIANT	0	0.0000	18893623	18893623	2.9107	3.9354
chr19	18894526	19421521	5.9107	347	0.5354	0.5075	INV	DEL	BAF_WEIGHTED	467	0.5262	18894526	18894526	2.9107	3.0000
chr19	19421522	19541185	5.9534	75	0.5339	0.5039	DEL	DEL	BAF_WEIGHTED	103	0.5276	19421522	19421522	2.9534	3.0000
chr19	19541186	22923827	5.9382	3115	0.5364	0.5052	DEL	DEL	BAF_WEIGHTED	2789	0.4134	19541186	19541186	2.9382	3.0000
chr19	22923828	22940407	6.1678	23	0.5301	0.5136	DEL	DEL	BAF_WEIGHTED	6	0.4150	22923828	22923828	3.0000	3.1678
chr19	22940408	25844926	5.9631	562	0.5371	0.5032	DEL	CENTROMERE	BAF_WEIGHTED	1203	0.4077	22940408	22940408	2.9622	3.0009
chr19	25844927	28740319	10.6746	694	0.7916	0.8735	CENTROMERE	INV	BAF_WEIGHTED	1279	0.4134	25844927	25844927	1.3500	9.3246
chr19	28740320	29610880	8.8045	1038	0.7533	0.8396	INV	SGL	BAF_WEIGHTED	806	0.4635	28740320	28740320	1.4123	7.3921
chr19	29610881	29727920	23.0352	13	0.9108	0.9643	SGL	DEL	BAF_WEIGHTED	107	0.5040	29610881	29610881	0.8223	22.2128
chr19	29727921	29813994	20.2165	31	0.8889	0.9466	DEL	BND	BAF_WEIGHTED	83	0.5098	29727921	29727921	1.0794	19.1372
chr19	29813995	29829658	21.2694	9	0.8945	0.9501	BND	BND	BAF_WEIGHTED	15	0.4551	29813995	29813995	1.0604	20.2090
chr19	29829659	29863237	24.6220	45	0.8925	0.9403	BND	DEL	BAF_WEIGHTED	30	0.5002	29829659	29829659	1.4694	23.1527
chr19	29863238	29867746	22.7966	4	0.8987	0.9512	DEL	SGL	BAF_WEIGHTED	3	0.4227	29863238	29863238	1.1119	21.6847
chr19	29867747	29884158	22.2441	10	0.8983	0.9520	SGL	DEL	BAF_WEIGHTED	15	0.5182	29867747	29867747	1.0673	21.1768
chr19	29884159	29888583	22.6368	0	0.0000	0.9452	DEL	BND	BAF_WEIGHTED	3	0.5227	29884159	29884159	1.2403	21.3965
chr19	29888584	29925747	26.4806	10	0.9061	0.9532	BND	BND	BAF_WEIGHTED	30	0.4544	29888584	29888584	1.2403	25.2403
chr19	29925748	29931817	23.2239	2	0.8927	0.9434	BND	DEL	BAF_WEIGHTED	5	0.4550	29925748	29925748	1.3138	21.9101
chr19	29931818	29936532	25.2612	0	0.0000	0.9496	DEL	SGL	BAF_WEIGHTED	4	0.4012	29931818	29931818	1.2721	23.9891
chr19	29936533	30074934	8.1914	10	0.7523	0.8447	SGL	DEL	BAF_WEIGHTED	129	0.3918	29936533	29936533	1.2721	6.9193
chr19	30074935	31878255	6.5505	835	0.7036	0.7968	DEL	DEL	BAF_WEIGHTED	1759	0.4468	30074935	30074935	1.3308	5.2198
chr19	31878256	32852943	4.3586	581	0.6214	0.7050	DEL	BND	BAF_WEIGHTED	929	0.4398	31878256	31878256	1.2857	3.0728
chr19	32852944	33966305	4.9078	554	0.5513	0.5832	BND	DEL	BAF_WEIGHTED	976	0.4959	32852944	32852944	2.0454	2.8624
chr19	33966306	34211437	6.7870	167	0.6542	0.7224	DEL	BND	BAF_WEIGHTED	238	0.4218	33966306	33966306	1.8840	4.9030
chr19	34211438	34211546	5.6165	0	0.0000	0.8730	BND	BND	STRUCTURAL_VARIANT	0	0.0000	34211438	34211438	0.7135	4.9030
chr19	34211547	34239126	6.8167	39	0.6424	0.7055	BND	BND	BAF_WEIGHTED	27	0.4208	34211547	34211547	2.0075	4.8092
chr19	34239127	34928269	5.9201	241	0.7137	0.8220	BND	DEL	BAF_WEIGHTED	614	0.4474	34239127	34239127	1.0540	4.8662
chr19	34928270	36778865	3.8475	798	0.6381	0.7455	DEL	DUP	BAF_WEIGHTED	1599	0.4849	34928270	34928270	0.9792	2.8683
chr19	36778866	37483951	4.2330	96	0.6320	0.7252	DUP	DEL	BAF_WEIGHTED	612	0.4138	36778866	36778866	1.1632	3.0698
chr19	37483952	38684359	4.0877	623	0.6080	0.6873	DEL	DEL	BAF_WEIGHTED	1107	0.4812	37483952	37483952	1.2781	2.8096
chr19	38684360	39890000	4.6068	1072	0.6426	0.7355	DEL	NONE	BAF_WEIGHTED	1041	0.4913	38684360	38684360	1.2186	3.3882
chr19	39890001	40994187	2.4867	574	0.5460	0.5990	NONE	DUP	BAF_WEIGHTED	909	0.4885	39874001	39906001	0.9971	1.4895
chr19	40994188	41136702	2.1647	128	0.5413	0.5430	DUP	DEL	BAF_WEIGHTED	91	0.4483	40994188	40994188	0.9893	1.1755
chr19	41136703	42485753	1.8632	340	0.5579	0.6511	DEL	BND	BAF_WEIGHTED	1180	0.5044	41136703	41136703	0.6500	1.2132
chr19	42485754	43537435	1.0427	1096	0.5739	0.7882	BND	DEL	BAF_WEIGHTED	388	0.4580	42485754	42485754	0.2209	0.8218
chr19	43537436	43671756	1.2178	85	0.5897	0.8107	DEL	BND	BAF_WEIGHTED	123	0.5107	43537436	43537436	0.2306	0.9873
chr19	43671757	52401886	1.8515	5534	0.5483	0.5781	BND	DEL	BAF_WEIGHTED	7541	0.4924	43671757	43671757	0.7812	1.0703
chr19	52401887	56698768	3.7516	4034	0.6533	0.7759	DEL	INV	BAF_WEIGHTED	3404	0.4767	52401887	52401887	0.8408	2.9108
chr19	56698769	57912486	1.8599	725	0.5484	0.6265	INV	DEL	BAF_WEIGHTED	1108	0.4428	56698769	56698769	0.6948	1.1652
chr19	57912487	58314977	3.6084	35	0.6479	0.7709	DEL	BND	BAF_WEIGHTED	371	0.4794	57912487	57912487	0.8268	2.7816
chr19	58314978	58483802	4.6063	1	0.7328	0.8844	BND	BND	BAF_WEIGHTED	135	0.5214	58314978	58314978	0.5324	4.0739
chr19	58483803	58617616	2.3953	1	0.6182	0.7661	BND	TELOMERE	BAF_WEIGHTED	80	0.5372	58483803	58483803	0.5603	1.8350
chr20	1	7135905	5.3308	5078	0.5759	0.6188	TELOMERE	SGL	BAF_WEIGHTED	6616	0.4416	1	1	2.0323	3.2985
chr20	7135906	7135921	5.8866	0	0.0000	0.6548	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	7135906	7135906	2.0323	3.8543
chr20	7135922	13507952	5.3742	4654	0.5789	0.6229	SGL	DEL	BAF_WEIGHTED	6113	0.3871	7135922	7135922	2.0264	3.3478
chr20	13507953	14002022	4.9762	104	0.5975	0.6566	DEL	DEL	BAF_WEIGHTED	466	0.3966	13507953	13507953	1.7088	3.2674
chr20	14002023	16031118	5.3416	1115	0.5788	0.6229	DEL	DUP	BAF_WEIGHTED	1949	0.3785	14002023	14002023	2.0141	3.3275
chr20	16031119	16074857	5.7166	19	0.5882	0.6345	DUP	DUP	BAF_WEIGHTED	42	0.3926	16031119	16031119	2.0895	3.6271
chr20	16074858	28237289	5.4567	6936	0.5764	0.6184	DUP	CENTROMERE	BAF_WEIGHTED	9067	0.4307	16074858	16074858	2.0824	3.3743
chr20	28237290	38213620	5.0216	2533	0.6916	0.8068	CENTROMERE	BND	BAF_WEIGHTED	6672	0.4669	28237290	28237290	0.9703	4.0512
chr20	38213621	43293134	4.4487	2398	0.6538	0.7575	BND	DEL	BAF_WEIGHTED	4879	0.4300	38213621	38213621	1.0787	3.3700
chr20	43293135	43293324	4.0972	0	0.0000	0.8225	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	43293135	43293135	0.7273	3.3700
chr20	43293325	46729500	4.3803	1647	0.6562	0.7633	DEL	NONE	BAF_WEIGHTED	3254	0.4600	43293325	43293325	1.0368	3.3436
chr20	46729501	46790000	5.7672	2	0.6009	0.6534	NONE	NONE	BAF_WEIGHTED	60	0.4721	46729001	46730001	1.9990	3.7682
chr20	46790001	46990254	4.4089	150	0.6591	0.7673	NONE	DEL	BAF_WEIGHTED	193	0.4364	46790001	46790001	1.0261	3.3828
chr20	46990255	46990661	3.6010	0	0.0000	0.7151	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	46990255	46990255	1.0261	2.5749
chr20	46990662	47020270	2.8065	18	0.7397	0.9960	DEL	DEL	BAF_WEIGHTED	29	0.4649	46990662	46990662	0.0111	2.7953
chr20	47020271	47035024	3.5353	31	0.6241	0.7297	DEL	DEL	BAF_WEIGHTED	14	0.4402	47020271	47020271	0.9555	2.5798
chr20	47035025	54249716	4.2821	3806	0.6572	0.7677	DEL	BND	BAF_WEIGHTED	6883	0.4543	47035025	47035025	0.9949	3.2872
chr20	54249717	56616840	4.3373	1462	0.6554	0.7629	BND	BND	BAF_WEIGHTED	2232	0.3959	54249717	54249717	1.0284	3.3089
chr20	56616841	64000075	5.9462	5175	0.7151	0.8238	BND	BND	BAF_WEIGHTED	6334	0.4913	56616841	56616841	1.0477	4.8985
chr20	64000076	64444167	6.1754	127	0.7190	0.8254	BND	TELOMERE	BAF_WEIGHTED	193	0.5483	64000076	64000076	1.0783	5.0971
chr21	1	11890183	3.1767	0	0.0000	0.6839	TELOMERE	CENTROMERE	LONG_ARM	0	0.0000	1	1	1.0040	2.1727
chr21	11890184	19292638	3.1767	4066	0.5946	0.6839	CENTROMERE	SGL	BAF_WEIGHTED	4936	0.3669	11890184	11890184	1.0040	2.1727
chr21	19292639	19292842	4.1014	0	0.0000	0.7643	SGL	BND	STRUCTURAL_VARIANT	0	0.0000	19292639	19292639	0.9669	3.1345
chr21	19292843	26420292	3.0572	4908	0.5927	0.6837	BND	DEL	BAF_WEIGHTED	6940	0.3563	19292843	19292843	0.9669	2.0904
chr21	26420293	26542086	2.1640	108	0.5517	0.6234	DEL	DEL	BAF_WEIGHTED	120	0.3800	26420293	26420293	0.8150	1.3490
chr21	26542087	29762181	3.1890	2728	0.5915	0.6776	DEL	SGL	BAF_WEIGHTED	2912	0.3765	26542087	26542087	1.0282	2.1608
chr21	29762182	29762183	3.6008	0	0.0000	0.7162	SGL	BND	STRUCTURAL_VARIANT	0	0.0000	29762182	29762182	1.0219	2.5789
chr21	29762184	42806904	3.2007	9205	0.5933	0.6807	BND	DEL	BAF_WEIGHTED	12403	0.4318	29762184	29762184	1.0219	2.1789
chr21	42806905	42830647	3.1536	1	0.6176	0.7295	DEL	DEL	BAF_WEIGHTED	21	0.4208	42806905	42806905	0.8531	2.3004
chr21	42830648	46709983	3.2589	2392	0.5936	0.6795	DEL	TELOMERE	BAF_WEIGHTED	2584	0.5086	42830648	42830648	1.0444	2.2146
chr22	1	14004552	2.2108	0	0.0000	0.9951	TELOMERE	CENTROMERE	LONG_ARM	0	0.6845	1	1	0.0109	2.1999
chr22	14004553	19791762	2.2108	1981	0.7100	0.9951	CENTROMERE	DUP	BAF_WEIGHTED	1937	0.4754	14004553	14004553	0.0109	2.1999
chr22	19791763	19932648	9.2247	145	0.8702	0.9906	DUP	DEL	BAF_WEIGHTED	108	0.5285	19791763	19791763	0.0868	9.1379
chr22	19932649	20118034	8.4054	110	0.8672	0.9983	DEL	DEL	BAF_WEIGHTED	140	0.5455	19932649	19932649	0.0146	8.3908
chr22	20118035	20356990	9.6745	116	0.8800	0.9978	DEL	DUP	BAF_WEIGHTED	75	0.5996	20118035	20118035	0.0209	9.6535
chr22	20356991	20361911	10.0104	0	0.0000	1.0032	DUP	BND	STRUCTURAL_VARIANT	0	0.0000	20356991	20356991	0.0000	10.0104
chr22	20361912	21974666	8.5073	738	0.8707	1.0037	BND	BND	BAF_WEIGHTED	991	0.4951	20361912	20361912	0.0000	8.5073
chr22	21974667	22330685	6.8522	415	0.8500	1.0032	BND	BND	BAF_WEIGHTED	253	0.4430	21974667	21974667	0.0000	6.8522
chr22	22330686	22428360	7.5399	77	0.8559	0.9975	BND	INV	BAF_WEIGHTED	82	0.4305	22330686	22330686	0.0188	7.5211
chr22	22428361	22435259	2.6221	0	0.0000	0.9928	INV	BND	BAF_WEIGHTED	6	0.4557	22428361	22428361	0.0188	2.6033
chr22	22435260	22441579	7.5341	1	0.8571	0.9993	BND	INV	BAF_WEIGHTED	5	0.4266	22435260	22435260	0.0053	7.5288
chr22	22441580	23164000	2.3314	787	0.7222	1.0081	INV	NONE	BAF_WEIGHTED	611	0.4688	22441580	22441580	0.0000	2.3314
chr22	23164001	23581208	3.8033	318	0.7763	0.9927	NONE	SGL	BAF_WEIGHTED	281	0.5150	23164001	23164001	0.0279	3.7754
chr22	23581209	24223000	5.6837	433	0.8272	1.0023	SGL	NONE	BAF_WEIGHTED	481	0.5059	23581209	23581209	0.0000	5.6837
chr22	24223001	24479866	4.1807	243	0.7979	1.0117	NONE	SGL	BAF_WEIGHTED	176	0.4582	24223001	24223001	0.0000	4.1807
chr22	24479867	24501654	9.5260	26	0.8628	0.9776	SGL	BND	BAF_WEIGHTED	18	0.4569	24479867	24479867	0.2137	9.3123
chr22	24501655	24705516	9.1043	195	0.8750	0.9986	BND	SGL	BAF_WEIGHTED	110	0.4912	24501655	24501655	0.0130	9.0913
chr22	24705517	24713559	10.0331	0	0.0000	0.9987	SGL	SGL	BAF_WEIGHTED	7	0.4550	24705517	24705517	0.0130	10.0201
chr22	24713560	24719068	11.2624	1	0.8466	0.9389	SGL	DUP	BAF_WEIGHTED	5	0.4230	24713560	24713560	0.6879	10.5746
chr22	24719069	24817233	10.0563	10	0.9076	1.0292	DUP	DUP	BAF_WEIGHTED	95	0.4448	24719069	24719069	0.0000	10.0563
chr22	24817234	24973947	3.6710	63	0.7667	0.9847	DUP	INV	BAF_WEIGHTED	150	0.4779	24817234	24817234	0.0563	3.6146
chr22	24973948	24978793	5.7473	0	0.0000	1.0003	INV	INV	BAF_WEIGHTED	4	0.5158	24973948	24973948	0.0000	5.7473
chr22	24978794	24980612	5.7425	0	0.0000	1.0003	INV	INV	NON_DIPLOID	1	0.4680	24978794	24978794	0.0000	5.7425
chr22	24980613	27604208	5.3004	2165	0.8191	1.0003	INV	INV	BAF_WEIGHTED	2415	0.4603	24980613	24980613	0.0000	5.3004
chr22	27604209	28597271	3.6990	108	0.7735	0.9946	INV	INV	BAF_WEIGHTED	914	0.4242	27604209	27604209	0.0201	3.6789
chr22	28597272	28669090	2.0147	4	0.6608	0.9002	INV	BND	BAF_WEIGHTED	61	0.3888	28597272	28597272	0.2010	1.8137
chr22	28669091	28669913	2.3988	0	0.0000	1.0772	BND	INV	STRUCTURAL_VARIANT	0	0.0000	28669091	28669091	0.0000	2.3988
chr22	28669914	28669949	2.7925	0	0.0000	1.0663	INV	BND	STRUCTURAL_VARIANT	0	0.0000	28669914	28669914	0.0000	2.7925
chr22	28669950	28669950	2.1827	0	0.0000	1.0848	BND	INV	STRUCTURAL_VARIANT	0	0.0000	28669950	28669950	0.0000	2.1827
chr22	28669951	28670133	2.5765	0	0.0000	1.0719	INV	BND	STRUCTURAL_VARIANT	0	0.0000	28669951	28669951	0.0000	2.5765
chr22	28670134	28958892	2.0129	31	0.7377	1.0920	BND	BND	BAF_WEIGHTED	256	0.4518	28670134	28670134	0.0000	2.0129
chr22	28958893	28961057	5.6856	0	0.0000	1.0326	BND	DEL	NON_DIPLOID	2	0.4465	28958893	28958893	0.0000	5.6856
chr22	28961058	28970347	5.0723	1	0.8265	1.0196	DEL	DEL	BAF_WEIGHTED	8	0.4386	28961058	28961058	0.0000	5.0723
chr22	28970348	30094969	5.5799	731	0.8251	0.9998	DEL	SGL	BAF_WEIGHTED	1020	0.4724	28970348	28970348	0.0014	5.5785
chr22	30094970	30305584	7.0916	53	0.8583	1.0099	SGL	BND	BAF_WEIGHTED	193	0.4656	30094970	30094970	0.0000	7.0916
chr22	30305585	31120689	7.4139	318	0.8568	1.0009	BND	BND	BAF_WEIGHTED	741	0.4912	30305585	30305585	0.0000	7.4139
chr22	31120690	31474529	5.4067	165	0.8244	1.0044	BND	INV	BAF_WEIGHTED	335	0.4675	31120690	31120690	0.0000	5.4067
chr22	31474530	31483769	5.5221	4	0.8690	1.0694	INV	INV	BAF_WEIGHTED	8	0.4444	31474530	31474530	0.0000	5.5221
chr22	31483770	31499979	5.4248	7	0.8512	1.0454	INV	INV	BAF_WEIGHTED	13	0.4845	31483770	31483770	0.0000	5.4248
chr22	31499980	31504936	4.9414	3	0.8519	1.0655	INV	INV	BAF_WEIGHTED	4	0.4460	31499980	31499980	0.0000	4.9414
chr22	31504937	31615577	6.4035	64	0.8469	1.0094	INV	BND	BAF_WEIGHTED	104	0.4533	31504937	31504937	0.0000	6.4035
chr22	31615578	32288325	6.7358	312	0.8526	1.0096	BND	INV	BAF_WEIGHTED	612	0.4590	31615578	31615578	0.0000	6.7358
chr22	32288326	32290724	8.7981	0	0.0000	1.0009	INV	INV	BAF_WEIGHTED	1	0.4120	32288326	32288326	0.0000	8.7981
chr22	32290725	32795000	8.1230	350	0.8658	1.0010	INV	NONE	BAF_WEIGHTED	470	0.4527	32290725	32290725	0.0000	8.1230
chr22	32795001	35291458	3.7765	1886	0.7772	0.9982	NONE	DEL	BAF_WEIGHTED	2405	0.4312	32795001	32795001	0.0069	3.7696
chr22	35291459	35767969	2.2166	313	0.7099	0.9943	DEL	DEL	BAF_WEIGHTED	445	0.4919	35291459	35291459	0.0125	2.2041
chr22	35767970	37888893	3.7203	1602	0.7792	1.0037	DEL	DUP	BAF_WEIGHTED	1947	0.4959	35767970	35767970	0.0000	3.7203
chr22	37888894	37955836	4.2079	30	0.7972	1.0090	DUP	DUP	BAF_WEIGHTED	61	0.5366	37888894	37888894	0.0000	4.2079
chr22	37955837	39644167	3.6376	722	0.7792	1.0094	DUP	INV	BAF_WEIGHTED	1423	0.5147	37955837	37955837	0.0000	3.6376
chr22	39644168	43751000	2.3298	2566	0.7252	1.0121	INV	NONE	BAF_WEIGHTED	3739	0.4786	39644168	39644168	0.0000	2.3298
chr22	43751001	45488348	3.6691	1503	0.7746	0.9991	NONE	DUP	BAF_WEIGHTED	1575	0.5035	43751001	43751001	0.0032	3.6659
chr22	45488349	45490126	4.5535	0	0.0000	0.9993	DUP	SGL	BAF_WEIGHTED	1	0.3840	45488349	45488349	0.0032	4.5503
chr22	45490127	45501071	3.2736	2	0.7366	0.9533	SGL	DUP	BAF_WEIGHTED	10	0.4942	45490127	45490127	0.1528	3.1208
chr22	45501072	50818468	2.2530	4405	0.7139	0.9991	DUP	TELOMERE	BAF_WEIGHTED	4360	0.5062	45501072	45501072	0.0020	2.2509
chrX	1	11933508	1.3669	6445	0.6642	1.0499	TELOMERE	BND	BAF_WEIGHTED	10341	0.4153	1	1	0.0000	1.3669
chrX	11933509	11933584	1.8173	0	0.0000	1.0075	BND	BND	STRUCTURAL_VARIANT	0	0.0000	11933509	11933509	0.0000	1.8173
chrX	11933585	35630000	1.4065	8966	0.6621	1.0097	BND	NONE	BAF_WEIGHTED	22381	0.3862	11933585	11933585	0.0000	1.4065
chrX	35630001	40345434	1.8324	1379	0.6893	0.9992	NONE	INV	BAF_WEIGHTED	4185	0.4054	35630001	35630001	0.0014	1.8311
chrX	40345435	46681435	1.9252	1849	0.6945	1.0054	INV	INV	BAF_WEIGHTED	5989	0.4016	40345435	40345435	0.0000	1.9252
chrX	46681436	47122442	2.1253	118	0.7054	0.9953	INV	INV	BAF_WEIGHTED	419	0.4119	46681436	46681436	0.0099	2.1154
chrX	47122443	47276263	2.7580	8	0.7721	1.0681	INV	INV	BAF_WEIGHTED	143	0.4960	47122443	47122443	0.0000	2.7580
chrX	47276264	47276264	3.5909	0	0.0000	1.0522	INV	INF	STRUCTURAL_VARIANT	0	0.0000	47276264	47276264	0.0000	3.5909
chrX	47276265	47323000	2.8394	36	0.7752	1.0661	INF	NONE	BAF_WEIGHTED	44	0.4640	47276265	47276265	0.0000	2.8394
chrX	47323001	60509060	1.9954	1401	0.6983	1.0044	NONE	CENTROMERE	BAF_WEIGHTED	8586	0.4156	47323001	47323001	0.0000	1.9954
chrX	60509061	90293592	1.9881	9734	0.6990	1.0010	CENTROMERE	DUP	BAF_WEIGHTED	23018	0.3838	60509061	60509061	0.0000	1.9881
chrX	90293593	90301940	2.8503	0	0.0000	1.0007	DUP	DUP	STRUCTURAL_VARIANT	0	0.0000	90293593	90293593	0.0000	2.8503
chrX	90301941	107654973	1.9775	4762	0.6969	0.9972	DUP	DUP	BAF_WEIGHTED	13443	0.3780	90301941	90301941	0.0055	1.9721
chrX	107654974	107749368	2.8141	2	0.7810	1.0806	DUP	DUP	BAF_WEIGHTED	92	0.4748	107654974	107654974	0.0000	2.8141
chrX	107749369	155507000	2.0085	15951	0.7013	1.0027	DUP	NONE	BAF_WEIGHTED	41810	0.3922	107749369	107749369	0.0000	2.0085
chrX	155507001	156040895	1.0743	220	0.6248	0.9735	NONE	TELOMERE	BAF_WEIGHTED	280	0.3707	155507001	155507001	0.0285	1.0459
